,sentence,triples
3796,based on am lcd technology were developed in japan.,"('', 'developed in', 'lcd japan')"
3797,sasaki fabricated a 3-inch a-si color lcd tv.,"('sasaki', 'fabricated', '3-inch color lcd tv')"
3798,"the film's working title was raampa, named after ramappa poojary, a hotelier.","('working  title', 'was', 'ramappa poojary')"
3799,fukunaga was announced as boyle's replacement a month later.,"('fukunaga', 'announced as', 'replacement')"
3800,dali benssalah and billy magnussen have been cast in undisclosed roles.,"('dali benssalah', 'cast in undisclosed', 'undisclosed  roles')"
3801,longtime favourite christopher nolan ruled himself out to direct.,"('favourite christopher nolan', 'ruled', 'himself')"
3802,spectre was speculated to be daniel craig's final outing as bond.,"('spectre', 'speculated', 'final daniel bond')"
3803,malek was further announced as playing the film's villain.,"('malek', 'announced as', 'further  villain')"
3804,fukunaga was announced as boyle's replacement a month later.,"('fukunaga', 'announced as', 'replacement')"
3805,dali benssalah and billy magnussen have been cast in undisclosed roles.,"('dali benssalah', 'cast in undisclosed', 'undisclosed  roles')"
3806,longtime favourite christopher nolan ruled himself out to direct.,"('favourite christopher nolan', 'ruled', 'himself')"
3807,spectre was speculated to be daniel craig's final outing as bond.,"('spectre', 'speculated', 'final daniel bond')"
3808,malek was further announced as playing the film's villain.,"('malek', 'announced as', 'further  villain')"
3809,"finch discovers that rookwood was v in disguise, and","('finch rookwood', 'discovers', 'disguise')"
3810,ignorance is strength in orwell's book.,"('ignorance', 'is', 'book')"
3811,the name adam sutler is intentionally similar to adolf hitler.,"('name adam sutler', 'is', 'intentionally  hitler')"
3812,"it could just as well been the britain's sky news channel, also a part of news corp.","('it', 'been', 'also news corp')"
3813,"its closest rival, failure to launch, took in $15,604,892.","('closest  rival', 'took', '$  15,604,892')"
3814,ebert and roeper gave the film a two thumbs up rating.,"('two', 'gave', 'rating')"
3815,"gordon, a very minor character in both adaptations, is also drastically changed.","('gordon', 'changed', 'minor  adaptations')"
3816,the first was street fighting man by the rolling stones.,"('first', 'was', 'rolling fighting stones')"
3817,the second was a special version of ethan stoller's bkab.,"('second', 'was', 'special ethan bkab')"
3818,the final song was out of sight by spiritualized.,"('final  song', 'was out', 'sight')"
3819,"reviewer danielle solzman writes, there’s a lot of science involved here.  ","('reviewer danielle solzman', 'writes', 'lot  science')"
3820,artillery fire eventually breaks up the party.,"('artillery fire', 'breaks', 'eventually  party')"
3821,the two are cremated in the chancellery garden.,"('two', 'cremated in', 'chancellery garden')"
3822,propaganda minister joseph goebbels assumes chancellorship.,"('minister joseph goebbels', 'assumes', 'chancellorship')"
3823,he eventually agreed to helm the project.,"('he', 'agreed', 'eventually  project')"
3824,the film was produced on a €13.5 million budget.,"('film', 'produced on', '13.5 million 13.5 budget')"
3825,it premiered in the u.s.,"('it', 'premiered in', '.')"
3826,it won the 2005 bbc four world cinema competition.,"('it', 'won', 'four world cinema competition')"
3827,the film was theatrically released on 7 september 2018 .,"('film', 'released on', '7  september')"
3828,"the second song raat kitni was released on 21 august 2018.
","('second raat kitni', 'song', '21  august')"
3829,the film received generally average to poor reviews.,"('film', 'received', 'poor  reviews')"
3830,it opened to mixed reviews.,"('it', 'opened to', 'mixed  reviews')"
3831,telugu anchor chitralekha was selected for a small supporting role.,"('telugu anchor chitralekha', 'selected for', 'supporting  role')"
3832,and he was impressed with my narrative skill.,"('he', 'impressed with', 'narrative  skill')"
3833,the film's climax was shot at kodaikanal in mid-october 2007.,"('climax', 'shot at', 'october')"
3834,the film's soundtrack was marketed by aditya music.,"('soundtrack', 'marketed by', 'aditya  music')"
3835,"cinegoer.net wrote not disappointing, but not the best of sharma.","('cinegoer.net', 'wrote', 'sharma')"
3836,"the entire compilation is not bad, yet there is nothing unique about the sound.","('entire  compilation', 'is', 'unique  sound')"
3837,the audio would no doubt would become one of the chart busters.,"('audio', 'become', 'doubt chart busters')"
3838,however the absence of bhaskar and mani sharma was conspicuous.,"('however  absence', 'was conspicuous', 'bhaskar  sharma')"
3839,the cast and crew present were presented with the double platinum disc shields.,"('cast  present', 'presented with', 'double platinum disc shields')"
3840,the climax of the film appears little hesitant and ambiguous.,"('climax', 'appears little', 'film')"
3841,the movie just doesn’t live up to the huge expectations.,"('movie', 'live up', 'huge  expectations')"
3842,but things didn't gel well with the expectations.,"('things', 'gel', 'well  expectations')"
3843,it opened to mixed reviews.,"('it', 'opened to', 'mixed  reviews')"
3844,telugu anchor chitralekha was selected for a small supporting role.,"('telugu anchor chitralekha', 'selected for', 'supporting  role')"
3845,and he was impressed with my narrative skill.,"('he', 'impressed with', 'narrative  skill')"
3846,the film's climax was shot at kodaikanal in mid-october 2007.,"('climax', 'shot at', 'october')"
3847,the film's soundtrack was marketed by aditya music.,"('soundtrack', 'marketed by', 'aditya  music')"
3848,"cinegoer.net wrote not disappointing, but not the best of sharma.","('cinegoer.net', 'wrote', 'sharma')"
3849,"the entire compilation is not bad, yet there is nothing unique about the sound.","('entire  compilation', 'is', 'unique  sound')"
3850,the audio would no doubt would become one of the chart busters.,"('audio', 'become', 'doubt chart busters')"
3851,however the absence of bhaskar and mani sharma was conspicuous.,"('however  absence', 'was conspicuous', 'bhaskar  sharma')"
3852,the cast and crew present were presented with the double platinum disc shields.,"('cast  present', 'presented with', 'double platinum disc shields')"
3853,the climax of the film appears little hesitant and ambiguous.,"('climax', 'appears little', 'film')"
3854,the movie just doesn’t live up to the huge expectations.,"('movie', 'live up', 'huge  expectations')"
3855,but things didn't gel well with the expectations.,"('things', 'gel', 'well  expectations')"
3856,poitín  was the first feature film to be made entirely in irish.,"('poitín', 'was', 'entirely feature irish')"
3857,poitín was shot on 16 mm film.,"('poitín', 'shot on', '16 mm film')"
3858,the animation consists of 12 large frames .,"('animation', 'consists of', 'large  frames')"
3859,the film is being crowd-funded by public donations.,"('', 'film', 'public  donations')"
3860,"several celebrities also donated online, including jonah hill and ryan reynolds.","('several  celebrities', 'donated', 'online jonah hill')"
3861,"the imdb listing reached over 3,000 producers.","('imdb  listing', 'reached', '3,000  producers')"
3862,the entire project was then removed from imdb.,"('entire  project', 'removed from', 'then  imdb')"
3863,"giovanni signs books, while his wife looks on from a distance.","('giovanni signs wife', 'books', 'distance')"
3864,after a while lidia leaves.,"('while  lidia', 'after', 'leaves')"
3865,giovanni is reluctant to accept and leaves the offer open.,"('giovanni', 'is reluctant', 'offer')"
3866,giovanni seems slightly annoyed by lidia's behavior.,"('giovanni', 'seems', 'slightly  behavior')"
3867,i love you.,"('i', 'love', 'you')"
3868,nor does he love her.,"('he', 'love', 'her')"
3869,even boredom is made interesting by him.,"('even  boredom', 'made interesting', 'him')"
3870,"giovanni signs books, while his wife looks on from a distance.","('giovanni signs wife', 'books', 'distance')"
3871,after a while lidia leaves.,"('while  lidia', 'after', 'leaves')"
3872,giovanni is reluctant to accept and leaves the offer open.,"('giovanni', 'is reluctant', 'offer')"
3873,giovanni seems slightly annoyed by lidia's behavior.,"('giovanni', 'seems', 'slightly  behavior')"
3874,i love you.,"('i', 'love', 'you')"
3875,nor does he love her.,"('he', 'love', 'her')"
3876,even boredom is made interesting by him.,"('even  boredom', 'made interesting', 'him')"
3877,jal is an action-drama with a unique climax.,"('jal', 'is', 'unique action climax')"
3878,this is their first composing collaboration for a bollywood film.,"('this', 'is', 'composing bollywood film')"
3879,the entire song was created in a day.,"('entire  song', 'created in', 'day')"
3880,jal's background score is by sonu nigam and bickram ghosh.,"('background score', 'is by', 'sonu nigam')"
3881,journalists michael medved and judith martin.,"('journalists michael', 'medved', '')"
3882,the word fuck is used 857 times during the film.,"('word fuck', 'used', 'times  film')"
3883,"scholarly analysis is provided by maledicta publisher reinhold aman, journalism analyst david shaw and oxford english dictionary editor jesse sheidlower.","('scholarly  analysis', 'provided by', 'publisher reinhold aman')"
3884,the film next features author hunter,"('film', 'features', '')"
3885,thirty-five media commentators were interviewed for the film.,"('five media commentators', 'interviewed for', 'film')"
3886,"it had its washington, d.c.","('it', 'had', 'washington')"
3887,fuck received mixed reviews.,"('fuck', 'received mixed', 'mixed  reviews')"
3888,a. o. scott wrote in the new york times: mr.,"('a. o. scott', 'wrote in', 'new york times')"
3889,fuck has been a resource for several university courses.,"('fuck', 'been', 'several university courses')"
3890,"the teacher did not appeal the decision, instead retiring.","('teacher', 'appeal', 'decision')"
3891,baahubali 2: the conclusion is a 2017 indian epic action film directed by s.,"('2  conclusion', 'is', 'epic action s.')"
3892,the soundtrack and the background music was composed by m. m. keeravani.,"('soundtrack', 'composed by', 'm. m. keeravani')"
3893,"meanwhile, kuntala is attacked by pindaris, a dacoit-like army.","('meanwhile  kuntala', 'attacked by', 'pindaris')"
3894,devasena speaks out against sivagami's inaction and taunts bhallaladeva.,"('devasena', 'speaks', 'inaction  bhallaladeva')"
3895,the series was produced by shobu yarlagadda and prasad devineni.,"('series', 'produced by', 'shobu yarlagadda')"
3896,r.c.kamalakannan was chosen as visual effects supervisor and kotagiri venkateswara rao was the editor.,"('r.c.kamalakannan', 'chosen as visual', 'visual effects supervisor')"
3897,the film's costume designers are rama rajamouli and prasanthi tripuraneni.,"('costume designers', 'are', '')"
3898,the film is also known by the abbreviation bb2.,"('film', 'known by', 'also abbreviation bb2')"
3899,actor nassar was selected to play a supporting role.,"('actor nassar', 'selected', 'supporting  role')"
3900,it will be a new role for me.,"('it', 'be', 'new  me')"
3901,the video lacked vfx.,"('video', 'lacked', '')"
3902,"he calls amarendra the perfect rama, while calling bhallaladeva duryodana incarnate, an atatayi.","('he', 'calls', 'perfect bhallaladeva duryodana')"
3903,the malayalam version was released on 24 april 2017.,"('malayalam  version', 'released on', '24  april')"
3904,the film was screened at the british film institute.,"('film', 'screened at', 'british film institute')"
3905,it was also premiered at the 39th moscow international film festival.,"('it', 'premiered at', 'international film festival')"
3906,bang!. it was released in its original languages–tamil and telugu–,"('it', 'bang', 'original  languages')"
3907,"however, these rumours were refuted by great india films.","('however  rumours', 'refuted by great', 'great india films')"
3908,tickets were sold out until 2 may.,"('tickets', 'sold', '2  may')"
3909,"later, tickets for the first week were sold out.","('later  tickets', 'sold', 'first  week')"
3910,baahubali 2: the conclusion crossed ₹10 billion nett.,"('2  conclusion', 'baahubali', '₹10 billion ₹10 nett')"
3911,it's the kind of sweeping magnum opus that indian mythos and culture deserve.,"('sweeping magnum that', ""'s"", 'sweeping magnum opus')"
3912,prabhas is terrific as father and son.,"('prabhas', 'is terrific', 'father')"
3913,but all this is new and exotic for indian cinema.,"('this', 'is new', 'indian  cinema')"
3914,"for an indian film, that is no mean feat.","('indian  that', 'is', 'indian  film')"
3915,every frame is meticulously captured by ss rajamouli and his team.,"('frame', 'captured by', 'meticulously ss rajamouli')"
3916,this is the first indian film hailed for excelling in visual effects.,"('this', 'is', 'visual  effects')"
3917,his daughter alia bhatt called the film a rock buster.,"('daughter', 'called', 'alia film')"
3918,baahubali stands for that.,"('baahubali', 'stands for', 'that')"
3919,"worldwide, it was the 7th most searched film in 2017.","('worldwide  it', 'was', 'most  2017')"
3920,baahubali 2: the conclusion is a 2017 indian epic action film directed by s.,"('2  conclusion', 'is', 'epic action s.')"
3921,the soundtrack and the background music was composed by m. m. keeravani.,"('soundtrack', 'composed by', 'm. m. keeravani')"
3922,"meanwhile, kuntala is attacked by pindaris, a dacoit-like army.","('meanwhile  kuntala', 'attacked by', 'pindaris')"
3923,devasena speaks out against sivagami's inaction and taunts bhallaladeva.,"('devasena', 'speaks', 'inaction  bhallaladeva')"
3924,the series was produced by shobu yarlagadda and prasad devineni.,"('series', 'produced by', 'shobu yarlagadda')"
3925,r.c.kamalakannan was chosen as visual effects supervisor and kotagiri venkateswara rao was the editor.,"('r.c.kamalakannan', 'chosen as visual', 'visual effects supervisor')"
3926,the film's costume designers are rama rajamouli and prasanthi tripuraneni.,"('costume designers', 'are', '')"
3927,the film is also known by the abbreviation bb2.,"('film', 'known by', 'also abbreviation bb2')"
3928,actor nassar was selected to play a supporting role.,"('actor nassar', 'selected', 'supporting  role')"
3929,it will be a new role for me.,"('it', 'be', 'new  me')"
3930,the video lacked vfx.,"('video', 'lacked', '')"
3931,"he calls amarendra the perfect rama, while calling bhallaladeva duryodana incarnate, an atatayi.","('he', 'calls', 'perfect bhallaladeva duryodana')"
3932,the malayalam version was released on 24 april 2017.,"('malayalam  version', 'released on', '24  april')"
3933,the film was screened at the british film institute.,"('film', 'screened at', 'british film institute')"
3934,it was also premiered at the 39th moscow international film festival.,"('it', 'premiered at', 'international film festival')"
3935,bang!. it was released in its original languages–tamil and telugu–,"('it', 'bang', 'original  languages')"
3936,"however, these rumours were refuted by great india films.","('however  rumours', 'refuted by great', 'great india films')"
3937,tickets were sold out until 2 may.,"('tickets', 'sold', '2  may')"
3938,"later, tickets for the first week were sold out.","('later  tickets', 'sold', 'first  week')"
3939,baahubali 2: the conclusion crossed ₹10 billion nett.,"('2  conclusion', 'baahubali', '₹10 billion ₹10 nett')"
3940,it's the kind of sweeping magnum opus that indian mythos and culture deserve.,"('sweeping magnum that', ""'s"", 'sweeping magnum opus')"
3941,prabhas is terrific as father and son.,"('prabhas', 'is terrific', 'father')"
3942,but all this is new and exotic for indian cinema.,"('this', 'is new', 'indian  cinema')"
3943,"for an indian film, that is no mean feat.","('indian  that', 'is', 'indian  film')"
3944,every frame is meticulously captured by ss rajamouli and his team.,"('frame', 'captured by', 'meticulously ss rajamouli')"
3945,this is the first indian film hailed for excelling in visual effects.,"('this', 'is', 'visual  effects')"
3946,his daughter alia bhatt called the film a rock buster.,"('daughter', 'called', 'alia film')"
3947,baahubali stands for that.,"('baahubali', 'stands for', 'that')"
3948,"worldwide, it was the 7th most searched film in 2017.","('worldwide  it', 'was', 'most  2017')"
3949,"basant   is a 1942 indian film, directed by amiya chakrabarty.","('basant', 'is', 'indian amiya chakrabarty')"
3950,"the film starred mumtaz shanti, ulhas, and madhubala .","('film', 'starred', 'mumtaz shanti')"
3951,"yaman  is a 2017 indian tamil-language political action thriller film
written and directed by jeeva shankar.","('yaman', 'is', 'political jeeva shankar')"
3952,the film's score and soundtrack were composed by vijay antony.,"('score', 'composed by', 'vijay antony')"
3953,his films actually have a story.,"('films', 'have', 'actually  story')"
3954,the series has been distributed by paramount pictures and dreamworks.,"('series', 'distributed by paramount', 'paramount  pictures')"
3955,prime directive was used as a fake working title.,"('prime  directive', 'used as', 'fake working title')"
3956,this was also the name of dreamwave productions' first transformers comic book.,"('this', 'was', 'comic dreamwave book')"
3957,the writing trio were paid $8 million.,"('writing  trio', 'paid', '8  million')"
3958,"on march 19, 2010, the script was said to be finished.","('19  script', 'said', 'march')"
3959,shia labeouf did not return in any future installments.,"('shia  labeouf', 'return in', 'future  installments')"
3960,j. miller joined the cast.,"('j. miller', 'joined', 'cast')"
3961,also revealed were two autobots who would have the following alternate modes,"('two  who', 'revealed', 'alternate  modes')"
3962,"the writers' room members include: christina hodson, lindsey beer, andrew barrer, and gabriel ferrari , robert kirkman , art marcum & matt holloway, zak penn , jeff pinkner , ken nolan, and geneva robertson-dworet.","('room members', 'include', 'christina hodson')"
3963,lindsey beer and geneva robertson-dworet were also brought aboard for writing duties.,"('lindsey beer', 'brought', 'aboard geneva duties')"
3964,"it was released on december 21, 2018.","('it', 'released on', 'december')"
3965,"on june 21, 2017, transformers: the last knight was released.","('last  knight', 'released', 'june')"
3966,"this includes comic books, video games, and novels.","('this', 'includes comic', 'comic  books')"
3967,"the characterization of the autobot twins, skids and mudflap, was heavily criticized.","('characterization', 'criticized', 'autobot twins')"
3968,"the supporting cast features dev gill, sadhu kokila and kashinath.","('supporting  cast', 'features', 'dev gill')"
3969,the movie is a remake of 1961 movie lover come back.,"('remake', 'is', 'movie lover')"
3970,"this was the first kannada movie to be dubbed into 3 foreign languages namely spanish, french and","('this', 'was', 'foreign kannada languages')"
3971,"in 1962 detroit, michigan, young car salesman curtis taylor jr.","('', 'curtis', 'young taylor jr')"
3972,"that same year, geffen, who ran his warner","('geffen  who', 'year', 'warner')"
3973,schumacher planned to have lauryn hill  ,"('schumacher', 'planned', 'lauryn hill')"
3974,the dvd version was issued in two editions: a one-disc standard version and a two-disc showstopper edition.,"('dvd version', 'issued in', 'two  editions')"
3975,"the two-disc version also included a feature-length production documentary, production featurettes, screen tests, animatics, and other previsualization materials and artwork.","('two disc version', 'included', 'also length production documentary')"
3976,dvd versions were issued in two-disc formats.,"('dvd versions', 'issued in', 'two disc formats')"
3977,dreamgirls was the first dreamworks film to be issued in a high definition home entertainment format.,"('dreamgirls', 'was', 'high home entertainment format')"
3978,the site's consensus states: dreamgirls' simple characters and plot hardly detract from the movie's real feats: the electrifying performances and the dazzling musical numbers.,"('simple consensus characters', 'states', 'real  feats')"
3979,"the book was released on october 31, 2006.","('book', 'released on', 'october')"
3980,"a scrapbook, entitled dreamgirls: the movie musical, was released on march 27, 2007.","('scrapbook', 'released on', 'musical  march')"
3981,jobs was chosen to close the 2013 sundance film festival.,"('jobs', 'chosen', '2013 sundance film festival')"
3982,"two years later, jobs is back in los altos,","('later  jobs', 'is', 'back los altos')"
3983,"bill fernandez ,  and chris espinosa  to the apple team.","('', 'fernandez', 'apple team')"
3984,the film jumps forward to 1996.,"('film', 'jumps', 'forward  1996')"
3985,it was also observed by his sister patricia.,"('it', 'observed by', 'also sister patricia')"
3986,"the website's critical consensus reads, an ambitious but skin-deep portrait of an influential, complex figure","('critical  consensus', 'reads', 'complex  figure')"
3987,he certainly has the look down and the walk.,"('he', 'has', 'certainly  look')"
3988,and he's definitely a better actor than producer.,"('he', ""'s"", 'better  producer')"
3989,there are a lot of historical inaccuracies that just don't have to be there.,"('historical  that', 'are', 'historical  inaccuracies')"
3990,you can't do both  and be paid.,"('you', 'do', 'both')"
3991,and i was turned off by the jobs script.,"('i', 'turned', 'jobs script')"
3992,but i still hoped for a great movie.,"('i', 'hoped for', 'great  movie')"
3993,wozniak was a consultant on aaron sorkin's 2015 steve jobs film.,"('wozniak', 'was', '2015 steve jobs film')"
3994,he's like this motorcycle dude.,"('motorcycle', ""'s like"", 'dude')"
3995,it just cracked us all up.,"('it', 'cracked', 'just  us')"
3996,i liked that guy.,"('i', 'liked', 'guy')"
3997,and he's wearing leathers.,"('he', 'wearing', 'leathers')"
3998,"chris espinosa stated on twitter, fyi","('chris espinosa', 'stated on', 'twitter')"
3999,it is intended to be the thirteenth and final installment in the x-men film series.,"('it', 'intended', 'thirteenth men film series')"
4000,"we're trying to do something very, very different.","('we', 'trying', 'something')"
4001,"filming ended on september 16, 2017.","('filming', 'ended on', 'september')"
4002,"it was originally going to be released on april 13, 2018.","('it', 'going', 'originally  april')"
4003,the next one will be a completely different kind of horror movie.,"('next  one', 'be', 'different horror movie')"
4004,the mpaa mandates that theatrical trailers be no longer than two minutes and thirty seconds.,"('theatrical  trailers', 'mandates', 'two  minutes')"
4005,internet or home-video trailers have no time restrictions.,"('internet', 'have', 'time restrictions')"
4006,only films that premiered in the u.s.,"('only  that', '.', '')"
4007,after that date were affected by this.,"('date', 'affected by', 'this')"
4008,walter reade was the only one of 75 top u.s.,"('walter reade', 'was', 'top  .')"
4009,exhibitors who refused to use the ratings.,"('who', 'exhibitors', 'ratings')"
4010,both were to be released by subsidiaries.,"('both', 'were', 'subsidiaries')"
4011,the first film to be released with this rating was the 1984 john milius war film red dawn.  ,"('first  film', 'was', 'rating')"
4012,new yorker critic pauline kael echoed his criticism.,"('new critic pauline kael', 'echoed', 'criticism')"
4013,how could anything be worse than this?,"('how  anything', 'be worse', 'this')"
4014,and it got an r?,"('it', 'got', 'r')"
4015,the movie was then released unrated by miramax .,"('movie', 'released unrated', 'then  miramax')"
4016,the film's score was composed by brian eno.,"('score', 'composed by', 'brian  eno')"
4017,"however, jack accidentally stumbles across susie's friend, clarissa.","('however  jack', 'stumbles across', 'accidentally  friend')"
4018,i was here for a moment,"('i', 'was', 'here  moment')"
4019,i wish you all a long and happy life.,"('i', 'wish', 'long  life')"
4020,he would have become friends with mr.,"('he', 'become', '.')"
4021,the official trailer debuted on the television series entertainment tonight and was released online shortly afterwards.,"('official  trailer', 'released', 'television series entertainment')"
4022,it is peter jackson's lowest rated film to date.,"('it', 'is', 'rated peter date')"
4023,"the genre has been predominantly defined by its historical, ideological, and sociocultural context.","('genre', 'defined by', 'historical  context')"
4024,"in 1972, francis ford coppola's the godfather was released.","('francis ford godfather', 'released', '1972')"
4025,it again won best picture.,"('it', 'won best', 'best  picture')"
4026,some of these were critically acclaimed.,"('some', 'acclaimed', 'these')"
4027,the film will also center around the fictional new jersey-based dimeo crime family.,"('film', 'center around', 'based dimeo crime family')"
4028,all three films featured alain delon.  ,"('', 'delon', '')"
4029,it was the all-time biggest grossing hong kong film at the box office and was critically acclaimed.,"('it', 'was', 'grossing box office')"
4030,"a few years later, buslov released the sequel bimmer 2  .","('later  buslov', 'released', 'sequel bimmer')"
4031,"1940 film, viswa mohini, is the first indian film, depicting the indian movie world.","('1940  film', 'is', 'indian movie world')"
4032,the film was directed by y.,"('film', 'directed by', 'y.')"
4033,"the film was directed by bommireddy narasimha reddy,","('film', 'directed by bommireddy', 'bommireddy narasimha reddy')"
4034,many successful telugu films have been largely remade by the bengali cinema and hindi film industries.,"('successful telugu films', 'remade by', 'largely film industries')"
4035,nandi means bull,"('nandi', 'means', 'bull')"
4036,the 2006 film bommarillu was released worldwide with 72 prints.,"('2006 film bommarillu', 'released', '72  prints')"
4037,the 1968 cult classic sudigundalu was screened at the tashkent and moscow film festivals.,"('1968 cult classic sudigundalu', 'screened at', 'tashkent moscow festivals')"
4038,"cinematographers such as v. n. reddy,","('', 'cinematographers such', 'such v. n. reddy')"
4039,p. patnaik is the current president of the telugu cine music association.,"('p. patnaik', 'is', 'current cine music association')"
4040,"1940 film, viswa mohini, is the first indian film, depicting the indian movie world.","('1940  film', 'is', 'indian movie world')"
4041,the film was directed by y.,"('film', 'directed by', 'y.')"
4042,"the film was directed by bommireddy narasimha reddy,","('film', 'directed by bommireddy', 'bommireddy narasimha reddy')"
4043,many successful telugu films have been largely remade by the bengali cinema and hindi film industries.,"('successful telugu films', 'remade by', 'largely film industries')"
4044,nandi means bull,"('nandi', 'means', 'bull')"
4045,the 2006 film bommarillu was released worldwide with 72 prints.,"('2006 film bommarillu', 'released', '72  prints')"
4046,the 1968 cult classic sudigundalu was screened at the tashkent and moscow film festivals.,"('1968 cult classic sudigundalu', 'screened at', 'tashkent moscow festivals')"
4047,"cinematographers such as v. n. reddy,","('', 'cinematographers such', 'such v. n. reddy')"
4048,p. patnaik is the current president of the telugu cine music association.,"('p. patnaik', 'is', 'current cine music association')"
4049,it is directed by chashi nazrul islam.,"('it', 'directed by', 'chashi nazrul islam')"
4050,the film was produced and distributed by impress telefilm ltd.,"('film', 'produced', 'impress telefilm ltd')"
4051,"it stars shakib khan, purnima, chashi nazrul islam and sujata.","('it', 'stars', 'shakib khan')"
4052,the latter two certificate awards were discontinued from 15th national film awards .,"('two certificate awards', 'discontinued from 15th', 'national film awards')"
4053,award includes 'rajat kamal'  and cash prize.,"('award', 'includes', 'rajat  kamal')"
4054,annabelle: creation was met with generally positive reviews.,"('creation', 'annabelle', 'positive  reviews')"
4055,"derosa-grund allied with producer peter safran, and sibling writers chad and carey","('derosa grund', 'allied with', 'writers chad')"
4056,wan and peter safran will co-produce the project.,"('', 'produce', '')"
4057,"the film was released on april 19, 2019.","('film', 'released on', 'april')"
4058,wan and safran are set to produce the project.,"('wan', 'set', 'project')"
4059,"emily turns around to see the nurse's disfigured, demonic face smiling back at her.","('demonic  face', 'turns', 'back  her')"
4060,what's wrong with mom?,"('what', ""'s wrong"", 'mom')"
4061,something is happening to mom.,"('something', 'happening to', 'mom')"
4062,her daughter starts praying for her mom's health,"('daughter', 'starts', 'health')"
4063,"the short film was released on september 14, 2017.","('short  film', 'released on', 'september')"
4064,innocent souls is a 2017 colombian horror short film directed by alejandro lópez.,"('innocent  souls', 'is', 'short alejandro lópez')"
4065,the film was written and produced also by alejandro lópez.,"('film', 'written', 'also alejandro lópez')"
4066,innocent souls was the winner of the colombian competition.,"('innocent  souls', 'was', 'colombian  competition')"
4067,"the short film was released on november 3, 2017.","('short  film', 'released on', 'november')"
4068,both owners had been seeking unspecified damages.,"('owners', 'seeking unspecified', 'unspecified  damages')"
4069,annabelle: creation was met with generally positive reviews.,"('creation', 'annabelle', 'positive  reviews')"
4070,"derosa-grund allied with producer peter safran, and sibling writers chad and carey","('derosa grund', 'allied with', 'writers chad')"
4071,wan and peter safran will co-produce the project.,"('', 'produce', '')"
4072,"the film was released on april 19, 2019.","('film', 'released on', 'april')"
4073,wan and safran are set to produce the project.,"('wan', 'set', 'project')"
4074,"emily turns around to see the nurse's disfigured, demonic face smiling back at her.","('demonic  face', 'turns', 'back  her')"
4075,what's wrong with mom?,"('what', ""'s wrong"", 'mom')"
4076,something is happening to mom.,"('something', 'happening to', 'mom')"
4077,her daughter starts praying for her mom's health,"('daughter', 'starts', 'health')"
4078,"the short film was released on september 14, 2017.","('short  film', 'released on', 'september')"
4079,innocent souls is a 2017 colombian horror short film directed by alejandro lópez.,"('innocent  souls', 'is', 'short alejandro lópez')"
4080,the film was written and produced also by alejandro lópez.,"('film', 'written', 'also alejandro lópez')"
4081,innocent souls was the winner of the colombian competition.,"('innocent  souls', 'was', 'colombian  competition')"
4082,"the short film was released on november 3, 2017.","('short  film', 'released on', 'november')"
4083,both owners had been seeking unspecified damages.,"('owners', 'seeking unspecified', 'unspecified  damages')"
4084,"verna is a story of a happy couple, sara and aami, a disabled man.","('verna', 'is', 'happy  couple')"
4085,"sara talks to her friend, who is a lawyer.","('who', 'sara', 'friend')"
4086,the reason for sara's rape is found out.,"('reason', 'found', 'rape')"
4087,"despite the pressure, they decide to stay.","('they', 'decide', 'pressure')"
4088,sara's mom flees to america.,"('mom', ""'s"", 'america')"
4089,sara becomes angry of this.,"('sara', 'becomes angry', 'this')"
4090,"sara, mahgul, and aami sneak into sultan's residence.","('sara', 'sneak into', 'residence')"
4091,it is to encourage women to speak up.,"('it', 'is', 'women')"
4092,"all lyrics are written by shoaib mansoor.
","('lyrics', 'written by', 'shoaib mansoor')"
4093,verna opened nationwide with grossing,"('verna', 'opened', 'nationwide  grossing')"
4094,"this product, however, fell short of it’s promise.","('product', 'fell', 'short  it')"
4095,nickelodeon movies is the theatrical motion picture production arm of the nickelodeon tv channel.,"('nickelodeon movies', 'is', 'theatrical nickelodeon tv channel')"
4096,its films are co-produced and/or distributed by fellow viacom division paramount pictures.,"('films', 'and/or', 'fellow division paramount pictures')"
4097,nickelodeon movies was then founded in 1996.,"('nickelodeon movies', 'founded in', 'then  1996')"
4098,it is the first nickelodeon film to be nominated for an academy award.,"('it', 'is', 'first academy award')"
4099,this film received positive reviews and was a box office success.,"('film', 'received positive', 'positive  reviews')"
4100,it only grossed $40.1 million domestically and $60.7 million worldwide.,"('it', 'grossed', '40.1  million')"
4101,"rugrats go wild was later released on june 13, 2003.","('rugrats', 'go wild', 'later  june')"
4102,this film is also the only rugrats film to receive a pg rating.,"('film', 'is', 'only pg rating')"
4103,one of author daniel handler's favorite candidates was guy maddin.,"('one', 'was', 'favorite author daniel candidates')"
4104,"in june 2002, barry sonnenfeld was hired to direct.","('2002 barry sonnenfeld', 'hired', 'june')"
4105,"this film was released on december 17, 2004,","('film', 'released on', 'december')"
4106,it became the studios' first  documentary film and their only film to have a limited theatrical release.,"('it', 'became', 'theatrical documentary release')"
4107,a sequel to this film is being considered.,"('sequel', 'considered', 'film')"
4108,", i'm wearing really big knickers.","('i', 'wearing', 'big  knickers')"
4109,the film met with positive reviews and was a box office success.,"('film', 'met with positive', 'positive  reviews')"
4110,it is distributed by dreamworks.,"('it', 'distributed by', 'dreamworks')"
4111,"however, it is still distributed under paramount.","('however  it', 'distributed under', 'still  paramount')"
