,sentence,triples
814,"However, if the spotlight was located inside the tank, it wouldraise the temperature of the water too high; and if it was locatedoutside the tank, the bright beam seriously disrupted the feeding habits of some of the fish.","('bright  beam', 'wouldraise', 'feeding  fish')"
815,So it looked like the display was going tohave an embarrassing shortcoming.,"('display', 'looked', 'embarrassing  shortcoming')"
816,What could be done to light the display?,"('What', 'done', 'display')"
817,Write your solutionbelow.,"('', 'Write', 'solutionbelow')"
818,Remember to use the same principles that were used in thestories you read.,"('you', 'Remember', 'thestories')"
819,"Just before the display was to open, the designer hit upon a newidea.","('designer', 'hit upon', 'newidea')"
820,"She had several low powered spotlights placed at differentlocations around the outside of the tank, all focused on the replica ofthe ship.","('powered  all', 'had several', 'replica ofthe ship')"
821,"Each of the lights was quite dim, so the light averse fish werenot disturbed as they swam around the Titanic.","('they', 'was', 'Titanic')"
822,"But since all of thelights were focused on the ship, their beams added up so as toilluminate it enough that its realistic details could be seen by viewers.","('realistic  details', 'added', 'viewers')"
823,"When the display opened, everyone thought it was both realistic andesthetically striking.","('it', 'thought', '')"
824,"Karla the Hawk: Karla, an old hawk, lived at the top of a tall oak tree.","('Karla  Karla', 'lived at', 'tall oak tree')"
825,"One afternoon, she saw a hunter on the ground with a bow and some crude arrows that had no feathers.","('crude  that', 'saw', 'feathers')"
826,The hunter took aim and shot at the hawk but missed.,"('hunter', 'took', 'hawk')"
827,Karla knew the hunter wanted her feathers,"('hunter', 'knew', 'feathers')"
828,so she glided down to the hunter and offered to give him a few.,"('so  she', 'glided', 'few')"
829,The hunter was so grateful that he pledged never to shoot at a hawk again.,"('so  he', 'was', 'hawk')"
830,He went off and shot a deer instead.,"('He', 'went', 'deer')"
831,Fido is hungry.,"('Fido', 'is hungry', '')"
832,Rover is friendly.,"('Rover', 'is friendly', '')"
833,Rover is hungry.,"('Rover', 'is hungry', '')"
834,Blackie is frisky.,"('Blackie', 'is', '')"
835,Blackie is friendly.,"('Blackie', 'is friendly', '')"
836,An engineer had to plan the construction of an artificial lake to produce electric energy.,"('engineer', 'had', 'electric  energy')"
837,To feed the lake he thought to build a unique wide canal collecting water coming from a near valley.,"('he', 'feed', 'near canal valley')"
838,"However, a mason pointed out that during the flood periods the stream of water flowing along the canal might be too strong and might damage the surrounding areas; by contrast, during the drought periods a unique stream of water might be insufficient to feed the lake.","('unique drought stream', 'be insufficient', 'lake')"
839,"In order to avoid these mishaps, the mason suggested to build, instead of a unique wide canal, four small canals whose total flow was the same as the unique wide canal previously planned.","('total  flow', 'suggested', 'wide  canal')"
840,These small canals were placed around the lake so that they conveyed water coming from four different valleys.,"('water', 'placed around', 'different  valleys')"
841,In this way only small amounts of water could flow in each canal and thus during flood periods dangerous overflowing might not occur.,"('small  amounts', 'flow in', 'periods dangerous flood periods overflowing')"
842,"At the same time, the lake was fed by water from various belts, so that also during drought periods it was sufficiency that the fed.","('also drought it', 'fed by', 'also drought periods')"
843,The Fire ChiefOne night a fire broke out in a wood shed full of timber on Mr Johnson place.,"('ChiefOne night Fire ChiefOne fire', 'broke', 'Mr Johnson place')"
844,"As soon as he saw flames he sounded the alarm, and within minutes dozens of neighbors were on the scene armed with buckets.","('dozens', 'sounded', 'buckets')"
845,"The shed was already burning fiercely, and everyone was afraid that if it t controlled quickly the house would go up next.","('quickly  house', 'burning', '')"
846,"Fortunately, the shed was right beside a lake, so there was plenty of water available.","('Fortunately  shed', 'was', 'right  water')"
847,"If a large volume of water could hit the fire at the same time, it would be extinguished.","('same  it', 'extinguished', 'same  time')"
848,"But with only small buckets to work with, it was hard to make any headway.","('it', 'was hard', 'headway')"
849,The fire seemed to evaporate each bucket of water before it hit the wood.,"('it', 'seemed', 'wood')"
850,It looked like the house was doomed.,"('house', 'looked', '')"
851,Just then the fire chief arrived.,"('then fire chief', 'arrived', '')"
852,He immediately took charge and organized everyone.,"('He', 'took', 'immediately  everyone')"
853,He had everyone fill their bucket and then wait in a circle surrounding the burning shed.,"('everyone', 'had', 'then  burning')"
854,"As soon as the last man was prepared, the chief gave a shout and everyone threw their bucket of water at the tire.","('everyone', 'gave', 'tire')"
855,"The force of all the water together dampened the fire right down, and it was quickly brought under control, Mr Johnson was relieved that his house was saved, and the village council voted the tire chief a raise in pay.","('village council', 'relieved', 'tire pay')"
856,"The music department at Gordmont is a relatively new department, begun in 1987 inresponse to student pressure for more music classes.","('music department', 'is', 'more music classes')"
857,"Because of the focus on undergraduateeducation at Gordmont, the University searched for the best instructors that it couldfind.","('best  it', 'searched for', 'best  that')"
858,The success of this effort is evident in the fact that the faculty in this department havebeen awarded the prestigious University Teaching Award in each of the last three years.,"('havebeen', 'is evident', 'three University Teaching years')"
859,"Interestingly, the music department is also the smallest on campus.","('Interestingly music department', 'is', 'also  campus')"
860,"Because it is a newdepartment, it has taken some time to hire as many faculty as were originally planned whenthe department was formed.","('originally whenthe department', 'taken', 'many  faculty')"
861,Miss Piggy most precious possessions were her jewels.,"('precious Miss possessions', 'were', '')"
862,She kept them in a jewel box on top of her dresser.,"('She', 'kept', 'jewel dresser')"
863,"She decided they weren't very safe there, so she wanted to move them to a strong safe on the other side of the room.","('so  she', 'wanted', 'other  room')"
864,Miss Piggy started to carry a few of her jewels across the room to the safe.,"('Miss Piggy', 'started', 'a  safe')"
865,"But just then Gonzo went running through the room, with Fozzy Bear chasing him.","('Fozzy Bear', 'went', 'him')"
866,They almost knocked Miss Piggy down.,"('They', 'knocked', 'almost Miss Piggy')"
867,She was afraid they would come back at any moment and make her drop some jewels and lose them.,"('back  her', 'was afraid', 'them')"
868,She had so many jewels how could she get them all over to the safe quickly and safely?,"('how  she', 'had', 'over  safe')"
869,Suddenly Miss Piggy had a great idea.,"('Suddenly Miss Piggy', 'had', 'great  idea')"
870,She rolled up her carpet off the floor and picked it up.,"('She', 'rolled', 'it')"
871,The carpet just reached from her jewel box to the safe.,"('carpet', 'reached from', 'just jewel safe')"
872,Then Miss Piggy quickly rolled her jewels through the rolled carpet and into the safe.,"('Then Miss Piggy', 'rolled', 'rolled  safe')"
873,"She was finished in a jiffy, before Fozzy Bear and Gonzo came back.","('Fozzy Bear', 'finished in', 'jiffy')"
874,"The jewels were safe, and Miss Piggy was very happy.","('Miss Piggy', 'were safe', '')"
875,Attack Dispersion storyA fortress was located in the center of the country.,"('Attack Dispersion storyA fortress', 'located in', 'country')"
876,Many roads radiated out from the fortress.,"('Many  roads', 'radiated', 'fortress')"
877,A general wanted to capture the fortress with his army.,"('general', 'wanted', 'army')"
878,The general wanted to prevent mines on the roads from destroying his army and neighboring villages.,"('general', 'wanted', 'army')"
879,As a result the entire army could not attack the fortress along one road.,"('entire  army', 'attack', 'one  road')"
880,"However, the entire army was needed to capture the fortress.","('entire  army', 'needed', 'fortress')"
881,So an attack by one small group would not succeed.,"('So  attack', 'succeed', 'small  group')"
882,The general therefore divided his army into several small groups.,"('general', 'divided', 'small  groups')"
883,He positioned the small groups at the heads of different roads.,"('He', 'positioned', 'different  roads')"
884,The small groups simultaneously converged on the fortress.,"('small  groups', 'converged on', 'simultaneously  fortress')"
885,In this way the army captured the fortress.,"('army', 'captured', 'fortress')"
